"MATERIAL","LANGU","TXTMD"
"C63160B1C025","E","TA CC cá tra, basa (cá giống 1-5g), 2li"
"C63160C1B025","E","TA CC cá tra, basa (cá giống 1-5g), 1li"
"C63160C1B525","E","TA CC cá tra, basa (c.giống1-5g), 1.5li"
"C63160V1A825","E","TA CC cá tra, basa (cá giống 1-5g) 0.8li"
"C63160V1B025","E","TA CC cá tra, basa (cá giống 1-5g), 1li"
"C63160V1B525","E","TA CC cá tra, basa (cá giống 1-5g) 1.5li"
"C63160V1C025","E","TA CC cá tra, basa (cá giống 1-5g), 2li"
"C63160V1D025","E","TA CC cá tra, basa (c.giống 1-5g), 3li"
"C63260C1B525","E","TA CC cá tra, basa (20-100g), 1.5li"
"C63260C1C025","E","TA CC cá tra, basa (20-100g), 2li"
"C63260C1D025","E","TA CC cá tra, basa (20-100g), 3li"
"C63260C1E040","E","TA CC cá tra, basa (20-100g), 4li"
"C63260H1B525","E","TA CC cá tra, basa (20-100g), 1.5li"
"C63260H1C025","E","TA CC cá tra, basa (20-100g), 2li"
"C63260H1C201","E","TA CC cá tra, basa (20-100g), 2.2li"
"C63260H1C225","E","TA CC cá tra, basa (20-100g), 2.2li"
"C63260H1C240","E","TA CC cá tra, basa (20-100g), 2.2li"
"C63260H1D001","E","TA CC cá tra, basa (20-100g), 3li"
"C63260H1D025","E","TA CC cá tra, basa (20-100g), 3li"
"C63260H1D040","E","TA CC cá tra, basa (20-100g), 3li"
"C63260H1E025","E","TA CC cá tra, basa (20-100g), 4li"
"C63260H1E040","E","TA CC cá tra, basa (20-100g), 4li"
"C63260H1G040","E","TA CC cá tra, basa (20-100g), 6li"
"C63260H3D040","E","TA CC cá tra, basa (20-100g), 3li"
"C63260H4B525","E","TA CC cá tra, basa (20-100g), 1.5li"
"C63260H4C025","E","TA CC cá tra, basa (20-100g), 2li"
"C63260H4D025","E","TA CC cá tra, basa (20-100g), 3li"
"C63260H4E040","E","TA CC cá tra, basa (20-100g), 4li"
"C63260H5E040","E","TA CC cá tra, basa (20-100g), 4li"
"C63260V1B525","E","TA CC cá tra, basa (20-100g), 1.5li"
"C63260V1C025","E","TA CC cá tra, basa (20-100g), 2li"
"C63260V1C240","E","TA CC cá tra, basa (20-100g), 2.2li"
"C63260V1D025","E","TA CC cá tra, basa (20-100g), 3li"
"C63260V1D040","E","TA CC cá tra, basa (20-100g), 3li"
"C63260V1E025","E","TA CC cá tra, basa (20-100g), 4li"
"C63260V1E040","E","TA CC cá tra, basa (20-100g), 4li"
"C63360C1D040","E","TA CC cá tra, basa (20-200g), 3li"
"C63360C1E040","E","TA CC cá tra, basa (20-200g), 4li"
"C63360C1G040","E","TA CC cá tra, basa (20-200g), 6li"
"C63360C1I040","E","TA CC cá tra, basa (20-200g), 8li"
"C63360C1K040","E","TA CC cá tra, basa (20-200g), 10li"
"C63360H1E040","E","TA CC cá tra, basa (20-200g), 4li"
"C63360H1G040","E","TA CC cá tra, basa (20-200g), 6li"
"C63360H1I040","E","TA CC cá tra, basa (20-200g), 8li"
"C63360M1G040","E","TA CC cá tra, basa (20-200g), 6li"
"C63360V1B525","E","TA CC cá tra, basa (20-200g), 1.5li"
"C63360V1C025","E","TA CC cá tra, basa (20-200g), 2li"
"C63360V1D001","E","TA CC cá tra, basa (20-200g), 3li"
"C63360V1D040","E","TA CC cá tra, basa (20-200g), 3li"
"C63360V1E001","E","TA CC cá tra, basa (20-200g), 4li"
"C63360V1E025","E","TA CC cá tra, basa (20-200g), 4li"
"C63360V1E040","E","TA CC cá tra, basa (20-200g), 4li"
"C63360V1G001","E","TA CC cá tra, basa (20-200g), 6li"
"C63360V1G040","E","TA CC cá tra, basa (20-200g), 6li"
"C63360V1I001","E","TA CC cá tra, basa (20-200g), 8li"
"C63360V1I040","E","TA CC cá tra, basa (20-200g), 8li"
"C63360V1K040","E","TA CC cá tra, basa (20-200g), 10li"
"C63360V3D040","E","TA CC cá tra, basa (20-200g), 3li"
"C63360V3E025","E","TA CC cá tra, basa (20-200g), 4li"
"C63360V3E040","E","TA CC cá tra, basa (20-200g), 4li"
"C63360V3G040","E","TA CC cá tra, basa (20-200g), 6li"
"C63360V3I040","E","TA CC cá tra, basa (20-200g), 8li"
"C63360V3K040","E","TA CC cá tra, basa (20-200g), 10li"
"C63360VAE040","E","TA CC cá tra, basa (20-200g), 4li"
"C63360VAG040","E","TA CC cá tra, basa (20-200g), 6li"
"C63460C1G040","E","TA CC cá tra, basa (200-500g), 6li"
"C63460C1I040","E","TA CC cá tra, basa (200-500g), 8li"
"C63460M1G040","E","TA CC cá tra, basa (200-500g), 6li"
"C63460V1E025","E","TA CC cá tra, basa (20-200g), 4li"
"C63460V1G025","E","TA CC cá tra, cá ba sa (200-500g), 6li"
"C63460V1G040","E","TA CC cá tra, basa (200-500g), 6li"
"C63460V1I040","E","TA CC cá tra, basa (200-500g), 8li"
"C63560V1I025","E","TA CC cá tra,cá ba sa (500g-t.hoạch),8li"
"C64360V1C025","E","TA CC cá trắm, cá chép (>100g), 2.0li"
"C64360V1D025","E","TA CC cá trắm, cá chép (>100g), 3.0li"
"C64360V1E025","E","TA CC cá trắm, cá chép (>100g), 4.0li"
"C64360V1G025","E","TA CC cá trắm, cá chép (>100g), 6.0li"
"C64360V1I025","E","TA CC cá trắm, cá chép (>100g), 8.0li"
"C64460V1E025","E","TA CC cá trắm, cá chép (>500g), 4.0li"
"C64460V1G025","E","TA CC cá trắm, cá chép (>500g), 6.0li"
"C64460V1I025","E","TA CC cá trắm, cá chép (>500g), 8.0li"
"C65060V1A610","E","TA CC cá kèo (<1g), 0.6li"
"C65060V1A625","E","TA CC cá kèo (<1g), 0.6li"
"C65060V1A825","E","TA CC cá kèo (<1g), 0.8li"
"C65060V1B010","E","TA CC cá kèo (<1g) bột"
"C65060V1B025","E","TA CC cá kèo (<1g), 1li"
"C65060V1M010","E","TA CC cá kèo (<1g) bột"
"C65060V1M110","E","TA CC cá kèo (<1g) m.nhỏ"
"C65060V1M125","E","TA CC cá kèo (<1g) m.nhỏ"
"C65060V1M210","E","TA CC cá kèo (<1g) m.lớn"
"C65060V1M225","E","TA CC cá kèo (<1g) m.lớn"
"C65160V1A825","E","TA CC cá kèo (1-5g), 0.8li"
"C65160V1B025","E","TA CC cá kèo (1-5g), 1li"
"C65160V1B525","E","TA CC cá kèo (1-5g), 1.5li"
"C65260V1B025","E","TA CC cá kèo (5-20g), 1li"
"C65260V1B525","E","TA CC cá kèo (5-20g), 1.5li"
"C65360V1B525","E","TA CC cá kèo (8-20g), 1.5li"
"C66160V1B025","E","TA HH ếch (100-200g), 40 đạm, 1li"
"C66260V1B525","E","TA HH ếch (200-300g), 35 đạm, 1.5li"
"C66360V1C025","E","TA HH ếch (300-400g), 32 đạm, 2li"
"C66460C1E025","E","TA HH ếch (>400g), 30 đạm, 4li"
"C66460C1G025","E","TA HH ếch (>400g), 30 đạm, 6li"
"C66460C1I025","E","TA HH ếch (>400g), 30 đạm, 8li"
"C66460C1K025","E","TA HH ếch (>400g), 30 đạm, 10li"
"C66460L1E025","E","TA HH ếch (>400g), 30 đạm, 4li"
"C66460L1G025","E","TA HH ếch (>400g), 30 đạm, 6li"
"C66460V1D025","E","TA HH ếch (>400g), 30 đạm, 3li"
"C66460V1E025","E","TA HH ếch (>400g), 30 đạm, 4li"
"C66460V1G025","E","TA HH ếch (>400g), 30 đạm, 6li"
"C66460V1I025","E","TA HH ếch (>400g), 30 đạm, 8li"
"C66460V1K025","E","TA HH ếch (>400g), 30 đạm, 10li"
"C66560V1K025","E","TA HH ếch (>400g), 28 đạm, 10 li"
"C67060C1B025","E","TA CC cá lóc (<100g), 1li"
"C67060M1B025","E","TA CC cá lóc (<100g), 1li"
"C67060M1C025","E","TA CC cá lóc (<100g), 2li"
"C67060V1A610","E","TA CC cá lóc (<100g), 0.6li"
"C67060V1A625","E","TA CC cá lóc (<100g), 0.6li"
"C67060V1A825","E","TA CC cá lóc (<100g), 0.8li"
"C67060V1B025","E","TA CC cá lóc (<100g), 1li"
"C67060V1B525","E","TA CC cá lóc (<100g), 1.5li"
"C67060V1C025","E","TA CC cá lóc (<100g), 2li"
"C67060V1D025","E","TA CC cá lóc (<100g), 3li"
"C67060V1E025","E","TA CC cá lóc (<100g), 4li"
"C67160C1B025","E","TA CC cá lóc (100-300g), 1li"
"C67160C1B525","E","TA CC cá lóc (100-300g), 1.5li"
"C67160C1C025","E","TA CC cá lóc (100-300g), 2li"
"C67160C1D025","E","TA CC cá lóc (100-300g), 3li"
"C67160C1E025","E","TA CC cá lóc (100-300g), 4li"
"C67160C1G025","E","TA CC cá lóc (100-300g), 6li"
"C67160C1I025","E","TA CC cá lóc (100-300g), 8li"
"C67160C1K025","E","TA CC cá lóc (100-300g), 10li"
"C67160M1D025","E","TA CC cá lóc (100-300g), 3li"
"C67160M1E025","E","TA CC cá lóc (100-300g), 4li"
"C67160M1G025","E","TA CC cá lóc (100-300g), 6li"
"C67160V1B025","E","TA CC cá lóc (100-300g), 1li"
"C67160V1B525","E","TA CC cá lóc (100-300g), 1.5li"
"C67160V1C025","E","TA CC cá lóc (100-300g), 2li"
"C67160V1D025","E","TA CC cá lóc (100-300g), 3li"
"C67160V1E025","E","TA CC cá lóc (100-300g), 4li"
"C67160V1G025","E","TA CC cá lóc (100-300g), 6li"
"C67160V1I025","E","TA CC cá lóc (100-300g), 8li"
"C67160V1K025","E","TA CC cá lóc (100-300g), 10li"
"C68060V1A610","E","TA CC cá rô đồng (1-5g), 0.6li"
"C68060V1A825","E","TA CC cá rô đồng (1-5g), 0.8li"
"C68160V1B025","E","TA CC cá rô đồng (5-20g), 1li"
"C68160V1B525","E","TA CC cá rô đồng (5-20g), 1.5li"
"C68260V1C025","E","TA CC cá rô đồng (20-50g), 2li"
"C68360V1C025","E","TA CC cá rô đồng (50-100g), 2li"
"C68360V1D025","E","TA CC cá rô đồng (50-100g), 3li"
"C68360V1E025","E","TA CC cá rô đồng (50-100g), 4li"
"C68360V1G025","E","TA CC cá rô đồng (50-100g), 6li"
"C68460V1D025","E","TA CC cá rô đồng (>100g), 3li"
"C68460V1E025","E","TA CC cá rô đồng (>100g), 4li"
"C68460V1G025","E","TA CC cá rô đồng (>100g), 6li"
"C68560C1E025","E","TA CC cá rô phi (20-200g), 4li"
"C68560C1G025","E","TA CC cá rô phi (20-200g), 6li"
"C68560L1E025","E","TA CC cá rô phi (20-200g), 4li"
"C68560L1G025","E","TA CC cá rô phi (20-200g), 6li"
"C68560V1D025","E","TA CC cá rô phi (20-200g), 3li"
"C68560V1E025","E","TA CC cá rô phi (20-200g), 4li"
"C68560V1G025","E","TA CC cá rô phi (20-200g), 6li"
"C68560V1I025","E","TA CC cá rô phi (20-200g), 8li"
"C69160V1K040","E","TA cá bố mẹ, 10 li"
"C69160V2K040","E","TA cá bố mẹ, 10 li"
"C81260V1D025","E","TACC cho cá trê vàng (>20g), 25kg, 3li"
"C81260V1E025","E","TACC cho cá trê vàng (>20g), 25kg, 4li"
"C82060V1B025","E","TACC cho cá thác lác giống, 1li"
"C82060V1C025","E","TACC cho cá thác lác giống, 2li"
"C82160V1D025","E","TACC cho cá thác lác (20-100g), 25kg, 3l"
"C82160V1E025","E","TACC cho cá thác lác (20-100g), 25kg, 4l"
"C82160V1G025","E","TACC cho cá thác lác (20-100g), 25kg, 6l"
"C82160V1I025","E","TACC cho cá thác lác (20-100g), 25kg, 8l"
"C82260V1D025","E","TACC cho cá thác lác (>100g), 25kg, 3li"
"C82260V1E025","E","TACC cho cá thác lác (>100g), 25kg, 4li"
"C82260V1G025","E","TACC cho cá thác lác (>100g), 25kg, 6li"
"C82260V1I025","E","TACC cho cá thác lác (>100g), 25kg, 8li"
"C86260V1B025","E","TA CC cá chim vây vàng (>100g), 1li"
"C86260V1C025","E","TA CC cá chim vây vàng (>100g), 2li"
"C86260V1D025","E","TA CC cá chim vây vàng (>100g), 3li"
"C86260V1E025","E","TA CC cá chim vây vàng (>100g), 4li"
"C86260V1G025","E","TA CC cá chim vây vàng (>100g), 6li"
"C86260V1I025","E","TA CC cá chim vây vàng (>100g), 8li"
"C86360V1D025","E","TA CC cá chim vây vàng (>100g), 3li"
"C86360V1E025","E","TA CC cá chim vây vàng (>100g), 4li"
"C86360V1G025","E","TA CC cá chim vây vàng (>100g), 6li"
"C86360V1I025","E","TA CC cá chim vây vàng (>100g), 8li"
"C86360V1K025","E","TA CC cá chim vây vàng (>100g), 10li"
"C86360V1N025","E","TA CC cá chim vây vàng (>100g), 12li"
"C86360V1Q025","E","TA CC cá chim vây vàng (>100g), 15li"
"C89260V1D025","E","TA CC cá chẽm (>100g), 3li"
"C89260V1E025","E","TA CC cá chẽm (>100g), 4li"
"C89260V1G025","E","TA CC cá chẽm (>100g), 6li"
"C89260V1I025","E","TA CC cá chẽm (>100g), 8li"
"C89260V1K025","E","TA CC cá chẽm (>100g), 10li"
"C89260V1N025","E","TA CC cá chẽm (>100g), 12li"
"C89260V1Q025","E","TA CC cá chẽm (>100g), 15li"
"C89460V1B525","E","TA CC cá chẽm, 1.5li"
"C89460V1C025","E","TA CC cá chẽm, 2li"
"C89460V1D025","E","TA CC cá chẽm, 3li"
"C89460V1E025","E","TA CC cá chẽm, 4li"
"C89460V1G025","E","TA CC cá chẽm, 6li"
"C89460V1I025","E","TA CC cá chẽm, 8li"
"C89460V1K025","E","TA CC cá chẽm, 10li"
"C89460V1M025","E","TA CC cá chẽm, 12li"
"C90000V1B025","E","TA ĐĐ heo siêu nạc"
"C90140M1P002","E","TA HH heo con (tập ăn-8kg)"
"C90140M1P005","E","TA HH heo con (tập ăn-8kg)"
"C90140M1P025","E","TA HH heo con (tập ăn-8kg)"
"C90140V1P002","E","TA HH heo con (tập ăn-8kg)"
"C90140V1P005","E","TA HH heo con (tập ăn-8kg)"
"C90140V1P025","E","TA HH heo con (tập ăn-8kg)"
"C9014PL1P002","E","TA HH heo con (tập ăn-8kg), Plus"
"C9014PV1P001","E","TA HH heo con (tập ăn-8kg), plus, xá"
"C9014PV1P002","E","TA HH heo con (tập ăn-8kg), Plus"
"C9014PV1P025","E","TA HH heo con (tập ăn-8kg), plus"
"C9014PV3P025","E","TA HH heo con (tập ăn-8kg), plus"
"C9014PVAP025","E","TA HH heo con (tập ăn-8kg), plus"
"C90200V1P025","E","TA HH heo con (8-15kg)"
"C90240M1P005","E","TA HH heo con (8-15kg)"
"C90240M1P025","E","TA HH heo con (8-15kg)"
"C90240T1P025","E","TA HH heo con (8-15kg)"
"C90240V1P001","E","TA HH heo con (8-15kg), xá"
"C90240V1P005","E","TA HH heo con (8-15kg)"
"C90240V1P025","E","TA HH heo con (8-15kg)"
"C90240V3P025","E","TA HH heo con (8-15kg)"
"C90340L1P025","E","TA HH heo con sau cai sữa (12-25kg)"
"C90340M1P025","E","TA HH heo sau cai sữa (15-30kg)"
"C90340T1P025","E","TA HH heo con sau cai sữa (12-25kg)"
"C90340V1P001","E","TA HH heo con sau cai sữa (12-25kg), xá"
"C90340V1P025","E","TA HH heo con sau cai sữa (12-25kg)"
"C90340V1P040","E","TA HH heo con sau cai sữa (12-25kg)"
"C90340V1P600","E","TA HH heo con sau cai sữa (12-25kg)"
"C90340V2P025","E","TA HH heo con sau cai sữa (12-25kg)"
"C90340V3P025","E","TA HH heo con sau cai sữa (12-25kg)"
"C90340V3P040","E","TA HH heo con sau cai sữa (12-25kg)"
"C90340V5P025","E","TA HH heo con sau cai sữa (12-25kg)"
"C90400V1B025","E","TA HH heo nái mang thai"
"C90440V1P025","E","TA HH heo nái chửa"
"C90440V1P040","E","TA HH heo nái chửa"
"C90440V3P025","E","TA HH heo nái chửa"
"C90440V5P025","E","TA HH heo nái chửa"
"C90500V1B025","E","TA HH heo nái nuôi con"
"C90540M1P025","E","TA HH heo nái nuôi con"
"C90540V1P025","E","TA HH heo nái nuôi con"
"C90540V1P040","E","TA HH heo nái nuôi con"
"C90540V3P025","E","TA HH heo nái nuôi con"
"C90540V5P025","E","TA HH heo nái nuôi con"
"C90600V1B025","E","TA HH heo đực giống"
"C90640V1P025","E","TA HH heo đực giống"
"C90640V1P040","E","TA HH heo đực giống"
"C90640V2P001","E","TA HH heo đực giống"
"C90640V2P025","E","TA HH heo đực giống"
"C90640V2P040","E","TA HH heo đực giống"
"C91000V1B025","E","TA HH heo thịt (15-30kg)"
"C91040L1P025","E","TA HH heo thịt (15-30kg)"
"C91040M1P005","E","TA HH heo thịt (15-30kg)"
"C91040M1P025","E","TA HH heo thịt (15-30kg)"
"C91040T1P025","E","TA HH heo thịt (15-30kg)"
"C91040V1P001","E","TA HH heo thịt (15-30kg), xá"
"C91040V1P025","E","TA HH heo thịt (15-30kg)"
"C91040V1P040","E","TA HH heo thịt (15-30kg)"
"C91040V1P600","E","TA HH heo thịt (15-30kg)"
"C91040V2P025","E","TA HH heo thịt (15-30kg)"
"C91040V3P025","E","TA HH heo thịt (15-30kg)"
"C91040V5P025","E","TA HH heo thịt (15-30kg)"
"C91040VAP025","E","TA HH heo thịt (15-30kg)"
"C92000V1B025","E","TA HH heo thịt (30-60kg)"
"C92040L1P025","E","TA HH heo thịt (30-60kg)"
"C92040M1P005","E","TA HH heo thịt (30-60kg)"
"C92040M1P025","E","TA HH heo thịt (30-60kg)"
"C92040T1P025","E","TA HH heo thịt (30-60kg)"
"C92040V1P001","E","TA HH heo thịt (30-60kg), xá"
"C92040V1P025","E","TA HH heo thịt (30-60kg)"
"C92040V1P040","E","TA HH heo thịt (30-60kg)"
"C92040V1P600","E","TA HH heo thịt (30-60kg)"
"C92040V2P025","E","TA HH heo thịt (30-60kg)"
"C92040V3P025","E","TA HH heo thịt (30-60kg)"
"C92040V5P025","E","TA HH heo thịt (30-60kg)"
"C92040VAP025","E","TA HH heo thịt (30-60kg)"
"C93000V1B025","E","TA HH heo thịt (60kg-x.chuồng)"
"C93040V1P001","E","TA HH heo thịt (60kg-x.chuồng)"
"C93040V1P025","E","TA HH heo thịt (60kg-x.chuồng)"
"C93040V1P040","E","TA HH heo thịt (60kg-x.chuồng)"
"C93040V3P025","E","TA HH heo thịt (60kg-x.chuồng)"
"C93040V3P040","E","TA HH heo thịt (60kg-x.chuồng)"
"C93040V5P025","E","TA HH heo thịt (60kg-x.chuồng)"
"C93040VAP025","E","TA HH heo thịt (60kg-x.chuồng)"
"C94240V1P025","E","TA kinh tế heo lai (20-40kg)"
"C94340V1P025","E","TA kinh tế heo lai (40kg-x.chuồng)"
"C94340V1P050","E","TA kinh tế heo lai (40kg-x.chuồng)"
"C94640V1P025","E","TA HH heo thịt (20kg-50kg)"
"C94840V1P025","E","TA HH heo thịt (50kg-70kg)"
"C95100M1B005","E","TA ĐĐ heo thịt (15kg-x.chuồng)"
"C95100M1B025","E","TA ĐĐ heo thịt (15kg-x.chuồng)"
"C95100M1P005","E","TA ĐĐ heo thịt (15kg-x.chuồng)"
"C95100M1P025","E","TA ĐĐ heo thịt (15kg-x.chuồng)"
"C95800M1B005","E","TA ĐĐ heo mang thai"
"C95800M1B025","E","TA ĐĐ heo mang thai"
"C95800M1P005","E","TA ĐĐ heo mang thai"
"C95800M1P025","E","TA ĐĐ heo mang thai"
"C96000V1B005","E","TA ĐĐ heo thịt (15kg-x.chuồng)"
"C96000V1B025","E","TA ĐĐ heo thịt (15kg-x.chuồng)"
"C9600SV1B005","E","TA ĐĐ heo thịt (15kg-x.chuồng)"
"C9600SV1B025","E","TA ĐĐ heo thịt (15kg-x.chuồng)"
"C96100V1B005","E","TA ĐĐ heo thịt (cai sữa-x.chuồng)"
"C96100V1B025","E","TA ĐĐ heo thịt (cai sữa-x.chuồng)"
"C96200V1B025","E","TA ĐĐ heo siêu nạc (sau c.sữa-x.chuồng)"
"C96300V1B005","E","TA ĐĐ heo siêu nạc (sau c.sữa-x.chuồng)"
"C96300V1B020","E","TA ĐĐ heo siêu nạc (sau c.sữa-x.chuồng)"
"C96300V1B025","E","TA ĐĐ heo siêu nạc (sau c.sữa-x.chuồng)"
"C96900V1B025","E","TA ĐĐ heo siêu nạc (sau c.sữa-x.chuồng)"
"C97000V1B005","E","TA ĐĐ heo nái chửa"
"C97000V1B025","E","TA ĐĐ heo nái chửa"
"C98000V1B005","E","TA ĐĐ heo nái nuôi con"
"C98000V1B025","E","TA ĐĐ heo nái nuôi con"
"C99140V1P002","E","TA heo con (tập ăn-6kg)"
"C99140V1P010","E","TA heo con (tập ăn-6kg)"
"C99240V1P025","E","TA HH heo con (6-12kg)"
"C99340V1P025","E","TA HH heo con (12-22kg)"
"C99440V1P025","E","TA HH heo thịt (22-45kg)"
"C99540V1P025","E","TA HH heo thịt (45-70kg)"
"C99640V1P025","E","TA HH heo thịt (70-90kg)"
"C99740V1P025","E","TA HH heo thịt (90kg-x.chuồng)"
"C99840V1P025","E","TA HH heo nái chửa"
"C99940V1P025","E","TA HH heo nái nuôi con"
"CBRO01V2M025","E","TA HH gà giống hướng thịt (1-28 ngày)"
"CBRO02V2B025","E","TA HH gà giống hướng thịt (29 ngày-10W)"
"CBRO03V2B025","E","TA HH gà giống hướng thịt (11-18 tuần)"
"CBRO04V2B025","E","TA HH gà giống hướng thịt (19-21 tuần)"
"CBRO05V2B025","E","TA HH gà giống hướng thịt (22-45 tuần)"
"CBRO06V2B025","E","TA HH gà giống hướng thịt (46 tuần-loại)"
"CCE312V2M025","E","TA HH gà giống h.trứng (1-5W)"
"CCE322V2M001","E","TA HH gà giống h.trứng (6-10W)"
"CCE322V2M025","E","TA HH gà giống h.trứng (6-10W)"
"CCE324V2P025","E","TA HH gà giống h.trứng (5-10W)"
"CCE332V2M001","E","TA HH gà giống h.trứng (11-16W)"
"CCE332V2M025","E","TA HH gà giống h.trứng (11-16W)"
"CCE334V2P025","E","TA HH gà giống h.trứng (11-18W)"
"CCE344V2P001","E","TA HH gà giống h.trứng (17-2%đẻ)"
"CCE344V2P025","E","TA HH gà giống h.trứng (17-2%đẻ)"
"CCE354V2P001","E","TA HH gà giống h.trứng (22-55W)"
"CCE354V2P025","E","TA HH gà giống h.trứng (22-55W)"
"CCE364V2P001","E","TA HH gà giống h.trứng (55-loại)"
"CCE364V2P025","E","TA HH gà giống h.trứng (55-loại)"
"CCM112V2M001","E","TA HH gà ROSS 308 giống h.thịt (0-21ngày"
"CCM112V2M025","E","TA HH gà ROSS 308 giống h.thịt (0-21ngày"
"CCM124V2P001","E","TA HH gà ROSS 308 giống h.thịt (4-7tuần)"
"CCM124V2P025","E","TA HH gà ROSS 308 giống h.thịt (4-7tuần)"
"CCM134V2P001","E","TA HH gà ROSS 308 giống h.thịt (8-15tuần"
"CCM134V2P025","E","TA HH gà ROSS 308 giống h.thịt (8-15tuần"
"CCM144V2P001","E","TA HH gà ROSS 308 giống h.thịt (16tuần-đ"
"CCM144V2P025","E","TA HH gà ROSS 308 giống h.thịt(16w-đẻ 5%"
"CCM154V2P001","E","TA HH gà ROSS 308 giống h.thịt (đẻ >5%-3"
"CCM154V2P025","E","TA HH gà ROSS 308 giống h.thịt(đẻ>5%-32w"
"CCM174V2P025","E","TA HH gà trống giống ROSS 308 (từ 175 ng"
"CCM212V2M025","E","TA HH gà giống LM h.thịt (1-4W)"
"CCM224V2P001","E","TA HH gà giống LM h.thịt (5-8W)"
"CCM224V2P025","E","TA HH gà giống LM h.thịt (5-8W)"
"CCM234V2P025","E","TA HH gà giống LM h.thịt (9-18W)"
"CCM244V2P025","E","TA HH gà giống LM h.thịt (19-22W)"
"CCM254V2P001","E","TA HH gà giống LM h.thịt (23-36W)"
"CCM254V2P025","E","TA HH gà giống LM h.thịt (23-36W)"
"CCM264V2P001","E","TA HH gà giống LM h.thịt (37W-loại)"
"CCM264V2P025","E","TA HH gà giống LM h.thịt (37W-loại)"
"CF0240L1P025","E","TA HH heo con (FCR) (tập ăn-15kg)"
"CF0240V1P001","E","TA HH heo con (FCR) (tập ăn-15kg)"
"CF0240V1P005","E","TA HH heo con (FCR) (tập ăn-15kg)"
"CF0240V1P025","E","TA HH heo con (FCR) (tập ăn-15kg)"
"CF0240V2P025","E","TA HH heo con (FCR) (tập ăn-15kg)"
"CF0240V3P025","E","TA HH heo con (FCR) (tập ăn-15kg)"
"CF1040V1P001","E","TA HH heo thịt (FCR) (15-30kg), xá"
"CF1040V1P025","E","TA HH heo thịt (FCR) (15-30kg)"
"CF1040V1P040","E","TA HH heo thịt (FCR) (15-30kg)"
"CF1040V3P001","E","TA HH heo thịt (FCR) (15-30kg)"
"CF1040V3P025","E","TA HH heo thịt (FCR) (15-30kg)"
"CF1040V5P025","E","TA HH heo thịt (FCR) (15-30kg)"
"CF2040L1P025","E","TA HH heo thịt (FCR) (30-60kg)"
"CF2040V1P001","E","TA HH heo thịt (FCR) (30-60kg)"
"CF2040V1P025","E","TA HH heo thịt (FCR) (30-60kg)"
"CF2040V1P040","E","TA HH heo thịt (30-60kg)"
"CF2040V2P025","E","TA HH heo thịt (FCR) (30-60kg)"
"CG112AV1M025","E","TA HH cho gà thịt (1-28 ngày)"
"CG124AV1P025","E","TA HH cho gà thịt (29-55 ngày)"
"CG134AV1P025","E","TA HH cho gà thịt (56n-x.chuồng)"
