subaccount,sub_act,bs_pl,allocate,mapping,bu
"D220CS00C04","D220CS00D74","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220CS00D73","D220CS00D73","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220CS00D74","D220CS00D74","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220CS00D81","D220CS00D81","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220CS04D75","D220CS04D75","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220CS06D75","D220CS06D75","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220CS25D75","D220CS25D75","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220CS34D75","D220CS34D75","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220CS47D75","D220CS47D75","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220CS57D75","D220CS57D75","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220CS83C03","D220CS83D73","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220CS83D73","D220CS83D73","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220CS86D75","D220CS86D75","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220D000000","D220D000000","PL","SwineFarm_Tay Ninh 3","Tay Ninh 3","South 2"
"D220D000D00","D220D000D00","PL","SwineFarm_Tay Ninh 3","Tay Ninh 3","South 2"
"D220D000D50","D220D000D00","PL","SwineFarm_Tay Ninh 3","Tay Ninh 3","South 2"
"D220DA01D00","D220DA01D00","PL","SwineFarm_Tay Ninh 3","Tay Ninh 3","South 2"
"D220DA02D00","D220DA02D00","PL","SwineFarm_Tay Ninh 3","Tay Ninh 3","South 2"
"D220DA03D00","D220DA03D00","PL","SwineFarm_Tay Ninh 3","Tay Ninh 3","South 2"
"D220DA04D00","D220DA04D00","PL","SwineFarm_Tay Ninh 3","Tay Ninh 3","South 2"
"D220DA05D00","D220DA05D00","PL","SwineFarm_Tay Ninh 3","Tay Ninh 3","South 2"
"D220DA09D00","D220DA09D00","PL","SwineFarm_Tay Ninh 3","Tay Ninh 3","South 2"
"D220DE03D00","D220DE03D00","PL","SwineFarm_Tay Ninh 3","Tay Ninh 3","South 2"
"D220DF01D00","D220DF01D00","PL","SwineFarm_Tay Ninh 3","Tay Ninh 3","South 2"
"D220DM01D00","D220DM01D00","PL","SwineFarm_Tay Ninh 3","Tay Ninh 3","South 2"
"D220DM05D00","D220DM05D00","PL","SwineFarm_Tay Ninh 3","Tay Ninh 3","South 2"
"D220DM08D00","D220DM08D00","PL","SwineFarm_Tay Ninh 3","Tay Ninh 3","South 2"
"D220DM10D00","D220DM10D00","PL","SwineFarm_Tay Ninh 3","Tay Ninh 3","South 2"
"D220DM11D00","D220DM11D00","PL","SwineFarm_Tay Ninh 3","Tay Ninh 3","South 2"
"D220DS00D30","D220DS00D00","PL","SwineFarm_Tay Ninh 3","Tay Ninh 3","South 2"
"D220DS00D50","D220DS00D00","PL","SwineFarm_Tay Ninh 3","Tay Ninh 3","South 2"
"D220E000000","D220E000000","PL","SwineFarm_Tay Ninh 4","Tay Ninh 4","South 2"
"D220E000D00","D220E000D00","PL","SwineFarm_Tay Ninh 4","Tay Ninh 4","South 2"
"D220E000D30","D220E000D00","PL","SwineFarm_Tay Ninh 4","Tay Ninh 4","South 2"
"D220E000D50","D220E000D00","PL","SwineFarm_Tay Ninh 4","Tay Ninh 4","South 2"
"D220EA02D00","D220EA02D00","PL","SwineFarm_Tay Ninh 4","Tay Ninh 4","South 2"
"D220EA03D00","D220EA03D00","PL","SwineFarm_Tay Ninh 4","Tay Ninh 4","South 2"
"D220EA04D00","D220EA04D00","PL","SwineFarm_Tay Ninh 4","Tay Ninh 4","South 2"
"D220EA06D00","D220EA06D00","PL","SwineFarm_Tay Ninh 4","Tay Ninh 4","South 2"
"D220EA07B00","D220EA07B00","PL","SwineFarm_Tay Ninh 4","Tay Ninh 4","South 2"
"D220EA08B00","D220EA08B00","PL","SwineFarm_Tay Ninh 4","Tay Ninh 4","South 2"
"D220EA09D00","D220EA09D00","PL","SwineFarm_Tay Ninh 4","Tay Ninh 4","South 2"
"D220EF01D00","D220EF01D00","PL","SwineFarm_Tay Ninh 4","Tay Ninh 4","South 2"
"D220EL01D00","D220EL01D00","PL","SwineFarm_Tay Ninh 4","Tay Ninh 4","South 2"
"D220EM01D00","D220EM01D00","PL","SwineFarm_Tay Ninh 4","Tay Ninh 4","South 2"
"D220EM05D00","D220EM05D00","PL","SwineFarm_Tay Ninh 4","Tay Ninh 4","South 2"
"D220EM08D00","D220EM08D00","PL","SwineFarm_Tay Ninh 4","Tay Ninh 4","South 2"
"D220EM10D00","D220EM10D00","PL","SwineFarm_Tay Ninh 4","Tay Ninh 4","South 2"
"D220ES00D30","D220ES00D00","PL","SwineFarm_Tay Ninh 4","Tay Ninh 4","South 2"
"D220ES00D50","D220ES00D00","PL","SwineFarm_Tay Ninh 4","Tay Ninh 4","South 2"
"D220Z000P00","D220Z000P00","BS","Func.Dept_Poultry South_Leasing_BroilerWhite","",""
"D220Z000P00","D220Z000P00","PL","PoultryFarm_Thanh Dat","Leasing_white_Thanh Dat","SouthBroiler"
"D220Z000P13","D220Z000P13","PL","PoultryFarm_Thanh Dat","Leasing_white_Thanh Dat","SouthBroiler"
"D220Z000P14","D220Z000P14","PL","PoultryFarm_Thanh Dat","Leasing_white_Thanh Dat","SouthBroiler"
"D220ZE04P00","D220ZE04P00","PL","PoultryFarm_Thanh Dat","Leasing_white_Thanh Dat","SouthBroiler"
"D220ZH01P00","D220ZH01P00","PL","PoultryFarm_Thanh Dat","Leasing_white_Thanh Dat","SouthBroiler"
"D220ZM01P00","D220ZM01P00","PL","PoultryFarm_Thanh Dat","Leasing_white_Thanh Dat","SouthBroiler"
"D220ZM08P00","D220ZM08P00","PL","PoultryFarm_Thanh Dat","Leasing_white_Thanh Dat","SouthBroiler"
"D220ZM10P00","D220ZM10P00","PL","PoultryFarm_Thanh Dat","Leasing_white_Thanh Dat","SouthBroiler"
"D220ZM21P00","D220ZM21P00","PL","PoultryFarm_Thanh Dat","Leasing_white_Thanh Dat","SouthBroiler"
"D221B000000","D221B000000","PL","Func.Dept_LF group","",""
"D221B000B00","D221B000B00","PL","Func.Dept_Linkfarm Binh Dinh","",""
"D223B000D00","D223B000D00","PL","SwineFarm_Dak Lak 1","Dak Lak 1","Central"
"D226B000000","D226B000000","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226B000B00","D226B000B00","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226B000B33","D226B000B33","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226B000C00","D226B000D00","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226B000C01","D226B000D71","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226B000C04","D226B000D74","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226B000D00","D226B000D00","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226B000D10","D226B000D00","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226B000D50","D226B000D00","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226B000D71","D226B000D71","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226B000D74","D226B000D74","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226B000D81","D226B000D81","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BA02D00","D226BA02D00","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BA03D00","D226BA03D00","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BA04D00","D226BA04D00","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BA05D00","D226BA05D00","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BA06D00","D226BA06D00","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BA07B00","D226BA07B00","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BA08B00","D226BA08B00","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BA09D00","D226BA09D00","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BA11D00","D226BA11D00","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BE03D00","D226BE03D00","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BF01D00","D226BF01D00","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BL01D00","D226BL01D00","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BM01D00","D226BM01D00","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BM05D00","D226BM05D00","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BM08D00","D226BM08D00","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BM10D00","D226BM10D00","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BM16D00","D226BM16D00","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BS00C04","D226BS00D74","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BS00D00","D226BS00D00","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BS00D50","D226BS00D00","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BS00D81","D226BS00D81","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BS06C01","D226BS06D71","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BS26C01","D226BS26D71","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BS26D71","D226BS26D71","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BS27C01","D226BS27D71","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BS34C01","D226BS34D71","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BS46C01","D226BS46D71","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BS46D71","D226BS46D71","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BS47C01","D226BS47D71","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BS47D71","D226BS47D71","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BS85C01","D226BS85D71","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226BS86C01","D226BS86D71","PL","SwineFarm_Gia Lai 1","Gia Lai 1","Central"
"D226C000000","D226C000000","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226C000B00","D226C000B00","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226C000B33","D226C000B33","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226C000C00","D226C000D00","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226C000C01","D226C000D71","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226C000C04","D226C000D74","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226C000D00","D226C000D00","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226C000D10","D226C000D00","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226C000D30","D226C000D00","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226C000D50","D226C000D00","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226C000D71","D226C000D71","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226C000D74","D226C000D74","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226C000D81","D226C000D81","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CA02D00","D226CA02D00","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CA03D00","D226CA03D00","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CA04D00","D226CA04D00","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CA05D00","D226CA05D00","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CA07B00","D226CA07B00","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CA08B00","D226CA08B00","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CA09D00","D226CA09D00","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CE03D00","D226CE03D00","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CF01D00","D226CF01D00","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CL01D00","D226CL01D00","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CM01D00","D226CM01D00","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CM05D00","D226CM05D00","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CM08D00","D226CM08D00","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CM10D00","D226CM10D00","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CM16D00","D226CM16D00","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CS00C04","D226CS00D74","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CS00D00","D226CS00D00","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CS00D10","D226CS00D00","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CS00D30","D226CS00D00","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CS00D50","D226CS00D00","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CS00D74","D226CS00D74","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CS00D81","D226CS00D81","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CS06C01","D226CS06D71","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CS26C01","D226CS26D71","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CS26D71","D226CS26D71","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CS27D71","D226CS27D71","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CS34C01","D226CS34D71","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CS34D71","D226CS34D71","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CS46C01","D226CS46D71","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CS46D71","D226CS46D71","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CS47D71","D226CS47D71","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CS85C01","D226CS85D71","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226CS85D71","D226CS85D71","PL","SwineFarm_Gia Lai 2","Gia Lai 2","Central"
"D226D000000","D226D000000","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226D000B00","D226D000B00","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226D000B31","D226D000B31","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226D000B33","D226D000B33","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226D000C00","D226D000D00","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226D000C01","D226D000D71","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226D000C04","D226D000D74","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226D000D00","D226D000D00","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226D000D10","D226D000D00","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226D000D30","D226D000D00","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226D000D50","D226D000D00","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226D000D71","D226D000D71","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226D000D74","D226D000D74","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226D000D81","D226D000D81","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226DA02D00","D226DA02D00","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226DA03D00","D226DA03D00","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226DA04D00","D226DA04D00","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226DA05D00","D226DA05D00","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226DA06D00","D226DA06D00","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226DA07B00","D226DA07B00","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226DA08B00","D226DA08B00","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226DA09D00","D226DA09D00","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226DE03D00","D226DE03D00","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226DF01D00","D226DF01D00","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226DL01D00","D226DL01D00","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226DM01D00","D226DM01D00","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226DM05D00","D226DM05D00","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226DM08D00","D226DM08D00","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226DM10D00","D226DM10D00","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226DS00C04","D226DS00D74","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226DS00D00","D226DS00D00","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226DS00D10","D226DS00D00","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226DS00D30","D226DS00D00","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226DS00D50","D226DS00D00","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226DS00D81","D226DS00D81","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226DS06C01","D226DS06D71","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226DS26C01","D226DS26D71","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226DS34C01","D226DS34D71","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226DS46C01","D226DS46D71","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226DS47C01","D226DS47D71","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226DS47D71","D226DS47D71","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226DS85C01","D226DS85D71","PL","SwineFarm_Gia Lai 5","Gia Lai 5","Central"
"D226E000000","D226E000000","PL","SwineFarm_Gia Lai 6","Gia Lai 6","Central"
"D226E000B00","D226E000B00","PL","SwineFarm_Gia Lai 6","Gia Lai 6","Central"
"D226E000C00","D226E000D00","PL","SwineFarm_Gia Lai 6","Gia Lai 6","Central"
"D226E000D00","D226E000D00","PL","SwineFarm_Gia Lai 6","Gia Lai 6","Central"
"D226E000D10","D226E000D00","PL","SwineFarm_Gia Lai 6","Gia Lai 6","Central"
"D226E000D50","D226E000D00","PL","SwineFarm_Gia Lai 6","Gia Lai 6","Central"
"D226E000D71","D226E000D71","PL","SwineFarm_Gia Lai 6","Gia Lai 6","Central"
"D226E000D81","D226E000D81","PL","SwineFarm_Gia Lai 6","Gia Lai 6","Central"
"D226EA02D00","D226EA02D00","PL","SwineFarm_Gia Lai 6","Gia Lai 6","Central"
"D226EA03D00","D226EA03D00","PL","SwineFarm_Gia Lai 6","Gia Lai 6","Central"
"D226EA04D00","D226EA04D00","PL","SwineFarm_Gia Lai 6","Gia Lai 6","Central"
"D226EA05D00","D226EA05D00","PL","SwineFarm_Gia Lai 6","Gia Lai 6","Central"
"D226EA06D00","D226EA06D00","PL","SwineFarm_Gia Lai 6","Gia Lai 6","Central"
"D226EA07B00","D226EA07B00","PL","SwineFarm_Gia Lai 6","Gia Lai 6","Central"
"D226EA08B00","D226EA08B00","PL","SwineFarm_Gia Lai 6","Gia Lai 6","Central"
"D226EA09D00","D226EA09D00","PL","SwineFarm_Gia Lai 6","Gia Lai 6","Central"
"D226EA11D00","D226EA11D00","PL","SwineFarm_Gia Lai 6","Gia Lai 6","Central"
"D226EE03D00","D226EE03D00","PL","SwineFarm_Gia Lai 6","Gia Lai 6","Central"
"D226EF01D00","D226EF01D00","PL","SwineFarm_Gia Lai 6","Gia Lai 6","Central"
"D226EL01D00","D226EL01D00","PL","SwineFarm_Gia Lai 6","Gia Lai 6","Central"
"D226EM01D00","D226EM01D00","PL","SwineFarm_Gia Lai 6","Gia Lai 6","Central"
"D226EM05D00","D226EM05D00","PL","SwineFarm_Gia Lai 6","Gia Lai 6","Central"
"D226EM08D00","D226EM08D00","PL","SwineFarm_Gia Lai 6","Gia Lai 6","Central"
"D226EM10D00","D226EM10D00","PL","SwineFarm_Gia Lai 6","Gia Lai 6","Central"
"D226ES00D00","D226ES00D00","PL","SwineFarm_Gia Lai 6","Gia Lai 6","Central"
"D226ES00D30","D226ES00D00","PL","SwineFarm_Gia Lai 6","Gia Lai 6","Central"
"D226ES00D50","D226ES00D00","PL","SwineFarm_Gia Lai 6","Gia Lai 6","Central"
"D226ES00D81","D226ES00D81","PL","SwineFarm_Gia Lai 6","Gia Lai 6","Central"
"D227B000000","D227B000000","PL","SwineFarm_Phu Yen","Phu Yen","Central"
"D227B000C00","D227B000D00","PL","SwineFarm_Phu Yen","Phu Yen","Central"
"D227B000D00","D227B000D00","PL","SwineFarm_Phu Yen","Phu Yen","Central"
"D227BA05D00","D227BA05D00","PL","SwineFarm_Phu Yen","Phu Yen","Central"
"D227BA06D00","D227BA06D00","PL","SwineFarm_Phu Yen","Phu Yen","Central"
"D227BA09D00","D227BA09D00","PL","SwineFarm_Phu Yen","Phu Yen","Central"
"D227BE03D00","D227BE03D00","PL","SwineFarm_Phu Yen","Phu Yen","Central"
"D227BF01D00","D227BF01D00","PL","SwineFarm_Phu Yen","Phu Yen","Central"
"D227BM01D00","D227BM01D00","PL","SwineFarm_Phu Yen","Phu Yen","Central"
"D227BM05D00","D227BM05D00","PL","SwineFarm_Phu Yen","Phu Yen","Central"
"D227BM08D00","D227BM08D00","PL","SwineFarm_Phu Yen","Phu Yen","Central"
"D227BM10D00","D227BM10D00","PL","SwineFarm_Phu Yen","Phu Yen","Central"
"D231B000000","D231B000000","PL","SwineFarm_Quang Nam 1","Quang Nam 1","Central"
"D231B000C00","D231B000D00","PL","SwineFarm_Quang Nam 1","Quang Nam 1","Central"
"D231B000D00","D231B000D00","PL","SwineFarm_Quang Nam 1","Quang Nam 1","Central"
"D231B000D73","D231B000D73","PL","SwineFarm_Quang Nam 1","Quang Nam 1","Central"
"D231B000D74","D231B000D74","PL","SwineFarm_Quang Nam 1","Quang Nam 1","Central"
"D231BA03D00","D231BA03D00","PL","SwineFarm_Quang Nam 1","Quang Nam 1","Central"
"D231BA05D00","D231BA05D00","PL","SwineFarm_Quang Nam 1","Quang Nam 1","Central"
"D231BA06D00","D231BA06D00","PL","SwineFarm_Quang Nam 1","Quang Nam 1","Central"
"D231BA09D00","D231BA09D00","PL","SwineFarm_Quang Nam 1","Quang Nam 1","Central"
"D231BA11D00","D231BA11D00","PL","SwineFarm_Quang Nam 1","Quang Nam 1","Central"
"D231BE03D00","D231BE03D00","PL","SwineFarm_Quang Nam 1","Quang Nam 1","Central"
"D231BF01D00","D231BF01D00","PL","SwineFarm_Quang Nam 1","Quang Nam 1","Central"
"D231BL01D00","D231BL01D00","PL","SwineFarm_Quang Nam 1","Quang Nam 1","Central"
"D231BM01D00","D231BM01D00","PL","SwineFarm_Quang Nam 1","Quang Nam 1","Central"
"D231BM05D00","D231BM05D00","PL","SwineFarm_Quang Nam 1","Quang Nam 1","Central"
"D231BM08D00","D231BM08D00","PL","SwineFarm_Quang Nam 1","Quang Nam 1","Central"
"D231BM10D00","D231BM10D00","PL","SwineFarm_Quang Nam 1","Quang Nam 1","Central"
"D231BS00D00","D231BS00D00","PL","SwineFarm_Quang Nam 1","Quang Nam 1","Central"
"D231BS00D73","D231BS00D73","PL","SwineFarm_Quang Nam 1","Quang Nam 1","Central"
"D231BS00D74","D231BS00D74","PL","SwineFarm_Quang Nam 1","Quang Nam 1","Central"
"D239B000000","D239B000000","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
"D239B000B33","D239B000B33","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
"D239B000C00","D239B000D00","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
"D239B000C01","D239B000D71","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
"D239B000C04","D239B000D74","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
"D239B000D00","D239B000D00","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
"D239B000D10","D239B000D00","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
"D239B000D50","D239B000D00","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
"D239B000D71","D239B000D71","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
"D239B000D81","D239B000D81","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
"D239BA02D00","D239BA02D00","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
"D239BA03D00","D239BA03D00","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
"D239BA04D00","D239BA04D00","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
"D239BA05D00","D239BA05D00","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
"D239BA06D00","D239BA06D00","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
"D239BA07B00","D239BA07B00","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
"D239BA08B00","D239BA08B00","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
"D239BA09D00","D239BA09D00","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
"D239BE03D00","D239BE03D00","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
"D239BF01D00","D239BF01D00","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
"D239BM01D00","D239BM01D00","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
"D239BM05D00","D239BM05D00","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
"D239BM08D00","D239BM08D00","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
"D239BM10D00","D239BM10D00","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
"D239BS00C04","D239BS00D74","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
"D239BS00D00","D239BS00D00","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
"D239BS00D50","D239BS00D00","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
"D239BS00D81","D239BS00D81","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
"D239BS08C01","D239BS08D71","PL","SwineFarm_Hoa Binh 1","Hoa Binh","North 2"
