account,cost_center,pnl_code
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136001","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136003","1015709870","74"
"64136004","1015709870","74"
"64136004","1015709870","74"
"64136004","1015709870","74"
"64136004","1015709870","74"
"64136004","1015709870","74"
"64136004","1015709870","74"
"64136004","1015709870","74"
"64136005","1015709870","74"
"64136005","1015709870","74"
"64136005","1015709870","74"
"64136005","1015709870","74"
"64156001","1015709870","74"
"64156001","1015709870","74"
"64180008","1015709870","74"
"64180008","1015709870","74"
"91515000","1014901900","112"
"91515000","1014902900","112"
"91515000","1014903900","112"
"91515000","1014904900","112"
"91515000","1024800900","112"
"91515000","1033700900","112"
"91515000","1042400900","112"
"91515000","1052200900","112"
"91635000","1014901900","112"
"91635000","1014902900","112"
"91635000","1014903900","112"
"91635000","1014904900","112"
"91635000","1024800900","112"
"91635000","1033700900","112"
"91635000","1042400900","112"
"91635000","1052200900","112"
"91641000","1014907801","63"
"91641000","1014907802","63"
"91641000","1014907803","63"
"91641000","1014907804","63"
"91641000","1014907805","63"
"91641000","1014907806","63"
"91641000","1014907807","63"
"91641000","1014907808","63"
"91641000","1024807801","63"
"91641000","1024807802","63"
"91641000","1024807803","63"
"91641000","1024807804","63"
"91641000","1024807805","63"
"91641000","1024807806","63"
"91641000","1024807807","63"
"91641000","1033707801","63"
"91641000","1033707802","63"
"91641000","1033707803","63"
"91641000","1042407801","63"
"91641000","1042407802","63"
"91641000","1042407803","63"
"91641000","1042407804","63"
"91641000","1042407805","63"
"91641000","1042407807","63"
"91641000","1052207801","63"
"91641000","1052207802","63"
"91641000","1052207803","63"
"91641000","1052207804","63"
"91641000","1052207805","63"
"91641000","1052207806","63"
"91641000","1052207807","63"
"91642000","1014908870","114"
"64170006","1014908870","77"
"64180004","1014908870","78"
"64122001","1014909870","74"
"64121002","1015709870","74"
"64180002","1015709870","74"
"91511400","1033700900","113"
"91632200","1033700900","114"
"91632200","1042400900","114"
"91511100","1014907804","68"
"91511100","1042407802","68"
"91511100","1052207807","68"
"91632100","1014907804","63"
"91632100","1042407802","63"
"91632100","1052207807","63"
"91642000","1014901870","105"
"91511400","1042400900","113"
"64180009","1010203802","78"
"64180009","1010203803","78"
"91632100","1024801100","17"
"91632100","1010203870","17"
"91511100","1052207805","68"
"91632100","1052207805","63"
"91641000","1042401801","78"
"91641000","1042401802","78"
"91641000","1042401804","78"
"91641000","1042401805","78"
"91641000","1052201805","78"
"91641000","1052201806","78"
"91641000","1042401803","78"
"64222003","1908000919","32"
"64272002","1908000919","32"
"64275000","1908000919","32"
"64291001","1908000919","32"
"91642000","1014902870","105"
"91632100","1024901100","17"
"91511100","1042407803","68"
"91632100","1042407803","63"
"64131004","1010203871","64"
"64131004","1010204880","64"
"64131004","1014901100","64"
"64131004","1014901801","64"
"64131004","1014901802","64"
"64131004","1014901803","64"
"64131004","1014901804","64"
"64131004","1014901805","64"
"64131004","1014901806","64"
"64131004","1014901807","64"
"64131004","1014901808","64"
"64131004","1014902100","64"
"64131004","1014903870","64"
"64131004","1014904880","64"
"64131004","1024800906","64"
"64131004","1024800910","64"
"64131004","1024801100","64"
"64131004","1024801174","64"
"64131004","1024801801","64"
"64131004","1024801802","64"
"64131004","1024801803","64"
"64131004","1024801804","64"
"64131004","1024801805","64"
"64131004","1024801806","64"
"64131004","1024801807","64"
"64131004","1024801872","64"
"64131004","1024801873","64"
"64131004","1052200870","64"
"64131004","9024800902","64"
"91511100","1014901900","113"
"64131004","1052201100","64"
"64131004","1052201801","64"
"64131004","1052201802","64"
"64131004","1052201803","64"
"64131004","1052201803","64"
"64131004","1052201804","64"
"64131004","1052201804","64"
"64131004","1052201805","64"
"64131004","1052201805","64"
"91641000","1033707804","63"
"91642000","1014911900","105"
"91511100","1033707804","68"
"91632100","1033707804","63"
"91511400","1010203803","5"
"64131004","1010203802","64"
"64131004","1010203803","64"
"64131004","1010203804","64"
"64131004","1010203879","64"
"64131004","1010203902","64"
"64131004","1010203910","64"
"64131004","1014402870","64"
"64131004","1014901170","64"
"64131004","1014901869","64"
"64131004","1014901871","64"
"64131004","1014901872","64"
"64131004","1014901873","64"
"64131004","1014901874","64"
"64131004","1014901900","64"
"64131004","1014901902","64"
"64131004","1014901906","64"
"64131004","1014902170","64"
"64131004","1014902801","64"
"64131004","1014902802","64"
"64131004","1014902803","64"
"64131004","1014902804","64"
"64131004","1014902805","64"
"64131004","1014902806","64"
"64131004","1014902870","64"
"64131004","1014902871","64"
"64131004","1014902872","64"
"64131004","1014902873","64"
"64131004","1014902900","64"
"64131004","1014902902","64"
"64131004","1014902906","64"
"64131004","1014903801","64"
"64131004","1014903802","64"
"64131004","1014903804","64"
"64131004","1014903805","64"
"64131004","1014903900","64"
"64131004","1014904900","64"
"64131004","1014911900","32"
"64131004","1015301870","64"
"64131004","1015302870","64"
"64131004","1015304880","64"
"64131004","1015501870","64"
"64131004","1015502870","64"
"64131004","1015601870","64"
"64131004","1015602870","64"
"64131004","1015604880","64"
"64131004","1015701870","64"
"64131004","1015702870","64"
"64131004","1015704880","64"
"64131004","1015709870","74"
"64131004","1015901870","64"
"64131004","1015902870","64"
"64131004","1024400877","64"
"64131004","1024400878","64"
"64131004","1024401870","64"
"64131004","1024800911","64"
"64131004","1024800918","64"
"64131004","1024801171","64"
"64131004","1024801172","64"
"64131004","1033703801","64"
"64131004","1042401900","64"
"64131004","1042402900","64"
"64131004","1042403801","64"
"64131004","1042403803","64"
"64131004","1042403805","64"
"64131004","1052201174","64"
"64131004","1052203802","64"
"64131004","1052203803","64"
"64131004","1052203804","64"
"64131004","1052203805","64"
"64131004","1908000919","32"
"64131004","9014900902","64"
"64131004","9064900902","64"
"64131003","1014911900","32"
"64170006","1014900883","114"
"91642000","1014911870","105"
"64131004","1033700871","64"
"64131004","1033700872","64"
"64131004","1033700885","64"
"64131004","1033700900","64"
"64131004","1033700906","64"
"64131004","1033700910","64"
"64131004","1033700911","64"
"64131004","1033700918","64"
"64131004","1033700925","64"
"64131004","1033701100","64"
"64131004","1033701171","64"
"64131004","1033701172","64"
"64131004","1033701174","64"
"64131004","1033701175","64"
"64131004","1033701801","64"
"64131004","1033701802","64"
"64131004","1033701803","64"
"64131004","1033701804","64"
"64131004","1033701873","64"
"64131004","1033701874","64"
"64131004","1033712801","64"
"64131004","1033712803","64"
"64131004","1033712804","64"
"64131004","9033700902","64"
"64131004","1042400100","64"
"64131004","1042400170","64"
"64131004","1042400171","64"
"64131004","1042400172","64"
"64131004","1042400173","64"
"64131004","1042400174","64"
"64131004","1042400175","64"
"64131004","1042400807","64"
"64131004","1042400871","64"
"64131004","1042400872","64"
"64131004","1042400906","64"
"64131004","1042400910","64"
"64131004","1042400911","64"
"64131004","1042400918","64"
"64131004","1042400925","64"
"64131004","1042401100","64"
"64131004","1042401801","64"
"64131004","1042401802","64"
"64131004","1042401803","64"
"64131004","1042401805","64"
"64131004","1042401807","64"
"64131004","1042401873","64"
"64131004","1042402100","64"
"64131004","1042402806","64"
"64131004","1042402807","64"
"64131004","1042402873","64"
"64131004","1042800877","64"
"64131004","1042800878","64"
"64131004","1042900877","64"
"64131004","1042900878","64"
"64131004","1051200877","64"
"64131004","1051200878","64"
"64131004","1051500877","64"
"64131004","1051500878","64"
"64131004","1052200900","64"
"64131004","1052200906","64"
"64131004","1052200910","64"
"64131004","1052200911","64"
"64131004","1052200918","64"
"64131004","1052200925","64"
"64131004","1052201100","64"
"64131004","1052201170","64"
"64131004","1052201171","64"
"64131004","1052201172","64"
"64131004","1052201173","64"
"64131004","1052201175","64"
"64131004","1052201806","64"
"64131004","1052201807","64"
"64131004","1052201872","64"
"64131004","1052201873","64"
"64131004","1052201874","64"
"64131004","9042400902","64"
"64131004","9052200902","64"
"91641000","1065707801","63"
"91641000","1065707802","63"
"91641000","1065707803","63"
"91641000","1065707804","63"
"91515000","1065700900","112"
"91635000","1065700900","112"
"64131004","1033703870","64"
"91515000","1018100900","112"
"91635000","1018100900","112"
"91632100","1065707801","63"
"91632100","1065707802","63"
"91632100","1065707803","63"
"91632100","1065707804","63"
"91511100","1065707801","68"
"91511100","1065707802","68"
"91511100","1065707803","68"
"91511100","1065707804","68"
"64131003","1908000919","32"
"91641000","1018100870","17"
"64131004","1014902807","64"
"64131004","1014901870","64"
"64131004","1014901875","64"
"64131004","1024800900","64"
"64131004","1042400900","64"
"64131004","1051200870","64"
"64131004","1065700900","64"
"64131004","1065700902","64"
"64131004","1065700906","64"
"64131004","1065700910","64"
"91641000","1018102883","17"
